Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.3735        -331.7488    -335.3525       3.6036   381.9
1.3740        -331.7368    -335.3381       3.6013   381.7
1.3745        -331.7235    -335.2944       3.5709   378.4
1.3750        -331.7102    -335.2518       3.5416   375.3
1.3755        -331.6992    -335.2463       3.5471   375.9
1.3760        -331.6911    -335.2861       3.5949   381.0
1.3765        -331.6840    -335.3421       3.6580   387.7
1.3770        -331.6760    -335.3711       3.6951   391.6
1.3775        -331.6662    -335.3504       3.6842   390.4
1.3780        -331.6554    -335.2942       3.6387   385.6
1.3785        -331.6456    -335.2410       3.5954   381.0
1.3790        -331.6381    -335.2248       3.5867   380.1
1.3795        -331.6327    -335.2507       3.6180   383.4
1.3800        -331.6283    -335.2989       3.6706   389.0
1.3805        -331.6241    -335.3415       3.7174   394.0
1.3810        -331.6191    -335.3565       3.7374   396.1
1.3815        -331.6147    -335.3377       3.7230   394.6
1.3820        -331.6103    -335.2875       3.6772   389.7
1.3825        -331.6071    -335.2140       3.6069   382.2
1.3830        -331.6040    -335.1229       3.5189   372.9
1.3835        -331.6012    -335.0242       3.4231   362.8
1.3840        -331.5977    -334.9334       3.3357   353.5
1.3845        -331.5944    -334.8752       3.2808   347.7
1.3850        -331.5925    -334.8739       3.2814   347.8
1.3855        -331.5924    -334.9315       3.3391   353.9
1.3860        -331.5937    -335.0197       3.4261   363.1
1.3865        -331.5941    -335.0948       3.5008   371.0
1.3870        -331.5932    -335.1270       3.5338   374.5
1.3875        -331.5914    -335.1108       3.5194   373.0
1.3880        -331.5886    -335.0646       3.4760   368.4
1.3885        -331.5865    -335.0227       3.4362   364.2
1.3890        -331.5856    -335.0150       3.4294   363.4
1.3895        -331.5866    -335.0549       3.4683   367.6
1.3900        -331.5886    -335.1325       3.5439   375.6
1.3905        -331.5918    -335.2234       3.6316   384.9
1.3910        -331.5947    -335.2978       3.7030   392.4
1.3915        -331.5986    -335.3326       3.7340   395.7
1.3920        -331.6014    -335.3078       3.7064   392.8
1.3925        -331.6034    -335.2234       3.6200   383.6
1.3930        -331.6045    -335.1053       3.5008   371.0
1.3935        -331.6057    -334.9998       3.3942   359.7
1.3940        -331.6087    -334.9515       3.3428   354.3
1.3945        -331.6141    -334.9766       3.3625   356.3
1.3950        -331.6210    -335.0569       3.4359   364.1
1.3955        -331.6284    -335.1546       3.5262   373.7
1.3960        -331.6357    -335.2289       3.5932   380.8
1.3965        -331.6422    -335.2497       3.6075   382.3
1.3970        -331.6477    -335.2078       3.5601   377.3
1.3975        -331.6526    -335.1155       3.4629   367.0
1.3980        -331.6567    -335.0018       3.3451   354.5
1.3985        -331.6605    -334.9065       3.2460   344.0
1.3990        -331.6654    -334.8686       3.2032   339.5
1.3995        -331.6722    -334.9090       3.2368   343.0
1.4000        -331.6808    -335.0190       3.3382   353.8
1.4005        -331.6911    -335.1631       3.4720   368.0
1.4010        -331.7012    -335.2889       3.5877   380.2
1.4015        -331.7106    -335.3488       3.6381   385.6
1.4020        -331.7180    -335.3195       3.6016   381.7
1.4025        -331.7237    -335.2168       3.4931   370.2
1.4030        -331.7288    -335.0855       3.3567   355.7
1.4035        -331.7355    -334.9764       3.2409   343.5
1.4040        -331.7441    -334.9160       3.1718   336.1
1.4045        -331.7531    -334.9016       3.1485   333.7
1.4050        -331.7615    -334.9190       3.1575   334.6
1.4055        -331.7695    -334.9578       3.1883   337.9
1.4060        -331.7776    -335.0132       3.2355   342.9
1.4065        -331.7865    -335.0785       3.2920   348.9
1.4070        -331.7956    -335.1406       3.3450   354.5
1.4075        -331.8041    -335.1851       3.3810   358.3
1.4080        -331.8122    -335.2069       3.3947   359.8
1.4085        -331.8198    -335.2142       3.3944   359.7
1.4090        -331.8269    -335.2271       3.4002   360.3
1.4095        -331.8355    -335.2703       3.4348   364.0
1.4100        -331.8458    -335.3538       3.5080   371.8
1.4105        -331.8583    -335.4643       3.6060   382.2
1.4110        -331.8714    -335.5693       3.6979   391.9
1.4115        -331.8833    -335.6371       3.7538   397.8
1.4120        -331.8940    -335.6625       3.7685   399.4
1.4125        -331.9061    -335.6687       3.7626   398.7
1.4130        -331.9201    -335.6779       3.7577   398.2
1.4135        -331.9357    -335.6917       3.7561   398.1
1.4140        -331.9522    -335.6932       3.7410   396.5
1.4145        -331.9682    -335.6640       3.6959   391.7
1.4150        -331.9836    -335.6012       3.6176   383.4
1.4155        -331.9994    -335.5150       3.5156   372.6
1.4160        -332.0143    -335.4187       3.4043   360.8
1.4165        -332.0291    -335.3283       3.2992   349.6
1.4170        -332.0433    -335.2615       3.2182   341.1
1.4175        -332.0576    -335.2367       3.1791   336.9
1.4180        -332.0725    -335.2646       3.1922   338.3
1.4185        -332.0888    -335.3414       3.2526   344.7
1.4190        -332.1062    -335.4461       3.3399   354.0
1.4195        -332.1249    -335.5451       3.4202   362.5
1.4200        -332.1433    -335.5988       3.4555   366.2
1.4205        -332.1602    -335.5795       3.4194   362.4
1.4210        -332.1741    -335.4877       3.3136   351.2
1.4215        -332.1860    -335.3637       3.1777   336.8
1.4220        -332.1975    -335.2731       3.0756   325.9
1.4225        -332.2121    -335.2724       3.0603   324.3
1.4230        -332.2303    -335.3648       3.1345   332.2
1.4235        -332.2493    -335.5015       3.2522   344.7
1.4240        -332.2672    -335.6228       3.3556   355.6
1.4245        -332.2839    -335.6905       3.4066   361.0
1.4250        -332.2995    -335.6951       3.3956   359.9
1.4255        -332.3141    -335.6492       3.3351   353.4
1.4260        -332.3285    -335.5776       3.2491   344.3
1.4265        -332.3429    -335.5082       3.1653   335.4
1.4270        -332.3568    -335.4649       3.1081   329.4
1.4275        -332.3712    -335.4655       3.0943   327.9
1.4280        -332.3865    -335.5157       3.1292   331.6
1.4285        -332.4032    -335.6037       3.2005   339.2
1.4290        -332.4204    -335.7006       3.2801   347.6
1.4295        -332.4382    -335.7718       3.3336   353.3
1.4300        -332.4538    -335.7904       3.3366   353.6
1.4305        -332.4676    -335.7582       3.2906   348.7
1.4310        -332.4808    -335.7027       3.2219   341.4
1.4315        -332.4948    -335.6572       3.1625   335.1
1.4320        -332.5098    -335.6394       3.1296   331.7
1.4325        -332.5252    -335.6451       3.1199   330.6
1.4330        -332.5398    -335.6621       3.1223   330.9
1.4335        -332.5541    -335.6836       3.1294   331.6
1.4340        -332.5681    -335.7064       3.1383   332.6
1.4345        -332.5826    -335.7280       3.1454   333.3
1.4350        -332.5970    -335.7391       3.1421   333.0
